来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
电话,1243,已核实,2021/12/27 18:09,2021/12/27 18:10,2021/12/27 18:35,2021/12/27 19:17,郊区,比利时电网
电话,1244,已核实,2021/12/27 18:09,2021/12/27 18:09,2021/12/27 18:18,2021/12/27 20:22,城市,荷兰电网
电话,1245,已核实,2021/12/27 18:08,2021/12/27 18:08,2021/12/27 18:15,2021/12/27 19:03,城市,法国电网
电话,1246,已核实,2021/12/27 18:07,2021/12/27 18:08,2021/12/27 18:28,2021/12/27 18:58,郊区,法国电网
电话,1247,已核实,2021/12/27 18:06,2021/12/27 18:07,2021/12/27 18:18,2021/12/27 20:21,郊区,荷兰电网
电话,1248,已核实,2021/12/27 18:06,2021/12/27 18:07,2021/12/27 18:14,2021/12/27 19:29,城市,比利时电网
电话,1249,已核实,2021/12/27 18:04,2021/12/27 18:04,2021/12/27 18:30,2021/12/27 18:41,城市,法国电网
电话,1250,已核实,2021/12/27 18:00,2021/12/27 18:01,2021/12/27 18:12,2021/12/27 19:00,城市,德国电网
电话,1251,已核实,2021/12/27 18:00,2021/12/27 18:00,2021/12/27 18:11,2021/12/27 18:20,郊区,法国电网
电话,1252,已核实,2021/12/27 17:58,2021/12/27 17:58,2021/12/27 18:12,2021/12/27 18:53,城市,荷兰电网
电话,1253,已核实,2021/12/27 17:54,2021/12/27 19:16,2021/12/27 19:26,2021/12/27 20:07,城市,意大利电网
电话,1254,已核实,2021/12/27 17:52,2021/12/27 17:52,2021/12/27 18:01,2021/12/27 19:10,郊区,法国电网
电话,1255,已核实,2021/12/27 17:51,2021/12/27 17:51,2021/12/27 18:06,2021/12/27 18:58,城市,比利时电网
网络,1256,已核实,2021/12/27 17:50,2021/12/27 17:52,2021/12/27 18:06,2021/12/27 19:08,城市,法国电网
电话,1257,已核实,2021/12/27 17:50,2021/12/27 17:50,2021/12/27 18:23,2021/12/27 18:45,郊区,丹麦电网
网络,1258,已核实,2021/12/27 17:45,2021/12/27 18:00,2021/12/27 18:04,2021/12/27 18:14,城市,法国电网
电话,1259,已核实,2021/12/27 17:43,2021/12/27 17:49,2021/12/27 18:03,2021/12/27 18:38,城市,意大利电网
电话,1260,已核实,2021/12/27 17:39,2021/12/27 17:44,2021/12/27 18:11,2021/12/27 18:58,郊区,德国电网
电话,1261,已核实,2021/12/27 17:39,2021/12/27 17:42,2021/12/27 17:54,2021/12/27 18:07,郊区,法国电网
电话,1262,已核实,2021/12/27 17:36,2021/12/27 17:37,2021/12/27 17:57,2021/12/27 18:24,郊区,比利时电网
电话,1263,已核实,2021/12/27 17:35,2021/12/27 17:35,2021/12/27 17:56,2021/12/27 18:37,城市,法国电网
电话,1264,已核实,2021/12/27 17:34,2021/12/27 17:35,2021/12/27 18:07,2021/12/27 18:57,郊区,法国电网
电话,1265,已核实,2021/12/27 17:31,2021/12/27 17:44,2021/12/27 17:54,2021/12/27 18:04,郊区,法国电网
电话,1266,已核实,2021/12/27 17:31,2021/12/27 17:32,2021/12/27 17:45,2021/12/27 18:07,城市,比利时电网
网络,1267,已核实,2021/12/27 17:30,2021/12/27 17:30,2021/12/27 17:45,2021/12/27 18:37,城市,荷兰电网
网络,1268,已核实,2021/12/27 17:27,2021/12/27 17:30,2021/12/27 17:44,2021/12/27 18:31,城市,法国电网
电话,1269,已核实,2021/12/27 17:24,2021/12/27 17:24,2021/12/27 17:42,2021/12/27 18:04,城市,法国电网
网络,1270,已核实,2021/12/27 17:21,2021/12/27 17:28,2021/12/27 17:33,2021/12/27 18:06,城市,法国电网
网络,1271,已核实,2021/12/27 17:20,2021/12/27 17:23,2021/12/27 17:25,2021/12/27 17:31,城市,法国电网
网络,1272,已核实,2021/12/27 17:17,2021/12/27 17:17,2021/12/27 17:23,2021/12/27 19:34,城市,荷兰电网
电话,1273,已核实,2021/12/27 17:17,2021/12/27 17:17,2021/12/27 17:33,2021/12/27 18:40,郊区,法国电网
网络,1274,已核实,2021/12/27 17:16,2021/12/27 17:19,2021/12/27 17:25,2021/12/27 17:26,城市,法国电网
电话,1275,已核实,2021/12/27 17:16,2021/12/27 17:16,2021/12/27 17:19,2021/12/27 17:30,城市,丹麦电网
网络,1276,已核实,2021/12/27 17:15,2021/12/27 17:16,2021/12/27 17:19,2021/12/27 18:36,城市,荷兰电网
电话,1277,已核实,2021/12/27 17:11,2021/12/27 17:11,2021/12/27 17:19,2021/12/27 17:30,城市,法国电网
电话,1278,已核实,2021/12/27 17:09,2021/12/27 17:10,2021/12/27 17:21,2021/12/27 17:57,郊区,法国电网
电话,1279,已核实,2021/12/27 17:09,2021/12/27 17:09,2021/12/27 17:16,2021/12/27 17:26,城市,法国电网
网络,1280,已核实,2021/12/27 17:09,2021/12/27 17:12,2021/12/27 17:30,2021/12/27 17:47,城市,法国电网
电话,1281,已核实,2021/12/27 17:08,2021/12/27 17:08,2021/12/27 17:26,2021/12/27 18:07,郊区,荷兰电网
网络,1282,已核实,2021/12/27 17:05,2021/12/27 17:10,2021/12/27 17:18,2021/12/27 17:56,城市,法国电网
网络,1283,已核实,2021/12/27 17:02,2021/12/27 17:03,2021/12/27 17:07,2021/12/27 17:44,城市,荷兰电网
电话,1284,已核实,2021/12/27 17:01,2021/12/27 17:02,2021/12/27 17:11,2021/12/27 17:46,郊区,荷兰电网
电话,1285,已核实,2021/12/27 17:01,2021/12/27 17:01,2021/12/27 17:06,2021/12/27 17:41,郊区,比利时电网
电话,1286,已核实,2021/12/27 16:59,2021/12/27 17:00,2021/12/27 17:03,2021/12/27 17:42,城市,西班牙电网
电话,1287,已核实,2021/12/27 16:59,2021/12/27 17:01,2021/12/27 17:17,2021/12/27 17:33,郊区,德国电网
电话,1288,已核实,2021/12/27 16:57,2021/12/27 17:03,2021/12/27 18:11,2021/12/27 19:05,郊区,德国电网
电话,1289,已核实,2021/12/27 16:57,2021/12/27 16:57,2021/12/27 17:30,2021/12/27 17:47,郊区,比利时电网
电话,1290,已核实,2021/12/27 16:57,2021/12/27 17:04,2021/12/27 18:11,2021/12/27 19:08,郊区,德国电网
电话,1291,已核实,2021/12/27 16:55,2021/12/27 16:55,2021/12/27 17:23,2021/12/27 17:55,城市,西班牙电网
电话,1292,已核实,2021/12/27 16:53,2021/12/27 16:54,2021/12/27 17:08,2021/12/27 17:29,城市,荷兰电网
电话,1293,已核实,2021/12/27 16:51,2021/12/27 16:51,2021/12/27 17:06,2021/12/27 17:11,城市,比利时电网
电话,1294,已核实,2021/12/27 16:51,2021/12/27 16:51,2021/12/27 17:30,2021/12/27 18:57,郊区,比利时电网
电话,1295,已核实,2021/12/27 16:50,2021/12/27 16:50,2021/12/27 17:20,2021/12/27 17:30,郊区,荷兰电网
电话,1296,已核实,2021/12/27 16:50,2021/12/27 16:51,2021/12/27 17:09,2021/12/27 17:24,郊区,法国电网
网络,1297,已核实,2021/12/27 16:49,2021/12/27 16:49,2021/12/27 17:15,2021/12/27 17:54,城市,西班牙电网
电话,1298,已核实,2021/12/27 16:48,2021/12/27 16:48,2021/12/27 17:30,2021/12/27 19:16,郊区,比利时电网
电话,1299,已核实,2021/12/27 16:46,2021/12/27 16:46,2021/12/27 17:03,2021/12/27 17:55,城市,荷兰电网
电话,1300,已核实,2021/12/27 16:45,2021/12/27 16:59,2021/12/27 17:10,2021/12/27 17:34,郊区,丹麦电网
电话,1301,已核实,2021/12/27 16:44,2021/12/27 16:44,2021/12/27 16:57,2021/12/27 17:21,郊区,法国电网
电话,1302,已核实,2021/12/27 16:43,2021/12/27 16:52,2021/12/27 17:00,2021/12/27 18:01,城市,丹麦电网
网络,1303,已核实,2021/12/27 16:41,2021/12/27 16:45,2021/12/27 17:30,2021/12/27 17:53,郊区,德国电网
电话,1304,已核实,2021/12/27 16:40,2021/12/27 16:40,2021/12/27 17:20,2021/12/27 17:28,郊区,德国电网
电话,1305,已核实,2021/12/27 16:40,2021/12/27 16:42,2021/12/27 16:51,2021/12/27 17:02,郊区,西班牙电网
网络,1306,已核实,2021/12/27 16:37,2021/12/27 16:52,2021/12/27 17:09,2021/12/27 17:11,郊区,德国电网
电话,1307,已核实,2021/12/27 16:34,2021/12/27 16:34,2021/12/27 16:46,2021/12/27 17:07,郊区,比利时电网
电话,1308,已核实,2021/12/27 16:34,2021/12/27 16:35,2021/12/27 16:52,2021/12/27 17:11,郊区,西班牙电网
网络,1309,已核实,2021/12/27 16:33,2021/12/27 16:38,2021/12/27 16:44,2021/12/27 16:55,郊区,德国电网
电话,1310,已核实,2021/12/27 16:31,2021/12/27 16:32,2021/12/27 16:37,2021/12/27 17:20,郊区,西班牙电网
网络,1311,已核实,2021/12/27 16:31,2021/12/27 16:44,2021/12/27 17:04,2021/12/27 17:11,郊区,德国电网
电话,1312,已核实,2021/12/27 16:30,2021/12/27 16:33,2021/12/27 16:34,2021/12/27 16:55,郊区,荷兰电网
电话,1313,已核实,2021/12/27 16:30,2021/12/27 16:30,2021/12/27 16:41,2021/12/27 16:56,郊区,比利时电网
网络,1314,已核实,2021/12/27 16:30,2021/12/27 16:41,2021/12/27 16:42,2021/12/27 16:42,郊区,德国电网
电话,1315,已核实,2021/12/27 16:28,2021/12/27 16:28,2021/12/27 16:34,2021/12/27 17:28,郊区,法国电网
电话,1316,已核实,2021/12/27 16:26,2021/12/27 16:26,2021/12/27 16:35,2021/12/27 17:06,城市,法国电网
电话,1317,已核实,2021/12/27 16:21,2021/12/27 16:22,2021/12/27 16:37,2021/12/27 16:37,郊区,法国电网
电话,1318,已核实,2021/12/27 16:14,2021/12/27 16:14,2021/12/27 16:26,2021/12/27 16:52,城市,西班牙电网
电话,1319,已核实,2021/12/27 16:11,2021/12/27 16:16,2021/12/27 16:24,2021/12/27 17:50,城市,比利时电网
电话,1320,已核实,2021/12/27 16:08,2021/12/27 16:08,2021/12/27 16:11,2021/12/27 17:05,城市,法国电网
电话,1321,已核实,2021/12/27 16:07,2021/12/27 16:10,2021/12/27 16:33,2021/12/27 17:31,城市,德国电网
电话,1322,已核实,2021/12/27 16:04,2021/12/27 16:04,2021/12/27 16:22,2021/12/27 16:53,城市,法国电网
电话,1323,已核实,2021/12/27 16:02,2021/12/27 16:02,2021/12/27 16:13,2021/12/27 16:40,郊区,比利时电网
电话,1324,已核实,2021/12/27 16:00,2021/12/27 16:02,2021/12/27 16:05,2021/12/27 16:46,郊区,德国电网
电话,1325,已核实,2021/12/27 15:59,2021/12/27 16:00,2021/12/27 16:14,2021/12/27 16:29,郊区,荷兰电网
电话,1326,已核实,2021/12/27 15:53,2021/12/27 15:58,2021/12/27 16:26,2021/12/27 17:21,郊区,德国电网
电话,1327,已核实,2021/12/27 15:52,2021/12/27 16:02,2021/12/27 16:12,2021/12/27 16:16,郊区,西班牙电网
电话,1328,已核实,2021/12/27 15:49,2021/12/27 15:49,2021/12/27 16:13,2021/12/27 16:20,郊区,西班牙电网
网络,1329,已核实,2021/12/27 15:48,2021/12/27 15:51,2021/12/27 16:00,2021/12/27 16:01,城市,法国电网
电话,1330,已核实,2021/12/27 15:47,2021/12/27 15:47,2021/12/27 16:30,2021/12/27 16:31,郊区,法国电网
电话,1331,已核实,2021/12/27 15:44,2021/12/27 15:44,2021/12/27 16:04,2021/12/27 16:25,城市,比利时电网
电话,1332,已核实,2021/12/27 15:41,2021/12/27 15:42,2021/12/27 15:43,2021/12/27 16:53,城市,比利时电网
网络,1333,已核实,2021/12/27 15:40,2021/12/27 15:40,2021/12/27 16:07,2021/12/27 16:17,城市,德国电网
网络,1334,已核实,2021/12/27 15:38,2021/12/27 15:38,2021/12/27 15:48,2021/12/27 15:49,郊区,德国电网
网络,1335,已核实,2021/12/27 15:38,2021/12/27 15:38,2021/12/27 15:44,2021/12/27 15:55,郊区,德国电网
网络,1336,已核实,2021/12/27 15:38,2021/12/27 15:38,2021/12/27 15:42,2021/12/27 15:43,郊区,德国电网
网络,1337,已核实,2021/12/27 15:38,2021/12/27 15:38,2021/12/27 15:52,2021/12/27 15:52,郊区,德国电网
网络,1338,已核实,2021/12/27 15:38,2021/12/27 15:38,2021/12/27 15:49,2021/12/27 15:50,郊区,德国电网
电话,1339,已核实,2021/12/27 15:37,2021/12/27 15:40,2021/12/27 15:53,2021/12/27 16:08,城市,法国电网
电话,1340,已核实,2021/12/27 15:37,2021/12/27 15:39,2021/12/27 16:05,2021/12/27 16:06,郊区,西班牙电网
网络,1341,已核实,2021/12/27 15:37,2021/12/27 15:37,2021/12/27 16:07,2021/12/27 16:17,城市,德国电网
电话,1342,已核实,2021/12/27 15:34,2021/12/27 15:38,2021/12/27 15:41,2021/12/27 15:44,郊区,德国电网
电话,1343,已核实,2021/12/27 15:33,2021/12/27 15:33,2021/12/27 15:46,2021/12/27 16:58,郊区,丹麦电网
电话,1344,已核实,2021/12/27 15:33,2021/12/27 15:33,2021/12/27 15:38,2021/12/27 15:39,郊区,法国电网
网络,1345,已核实,2021/12/27 15:30,2021/12/27 15:30,2021/12/27 15:47,2021/12/27 16:18,城市,德国电网
电话,1346,已核实,2021/12/27 15:29,2021/12/27 15:30,2021/12/27 15:57,2021/12/27 16:25,城市,比利时电网
网络,1347,已核实,2021/12/27 15:28,2021/12/27 15:33,2021/12/27 15:47,2021/12/27 16:53,城市,法国电网
网络,1348,已核实,2021/12/27 15:27,2021/12/27 15:32,2021/12/27 15:37,2021/12/27 15:38,城市,荷兰电网
网络,1349,已核实,2021/12/27 15:27,2021/12/27 15:33,2021/12/27 15:36,2021/12/27 15:37,城市,法国电网
电话,1350,已核实,2021/12/27 15:23,2021/12/27 15:37,2021/12/27 16:12,2021/12/27 16:18,郊区,德国电网
网络,1351,已核实,2021/12/27 15:22,2021/12/27 15:26,2021/12/27 15:48,2021/12/27 16:58,城市,法国电网
电话,1352,已核实,2021/12/27 15:21,2021/12/27 15:21,2021/12/27 15:35,2021/12/27 16:50,郊区,丹麦电网
电话,1353,已核实,2021/12/27 15:20,2021/12/27 15:24,2021/12/27 15:28,2021/12/27 15:29,城市,丹麦电网
网络,1354,已核实,2021/12/27 15:19,2021/12/27 15:25,2021/12/27 15:38,2021/12/27 15:42,城市,荷兰电网
电话,1355,已核实,2021/12/27 15:17,2021/12/27 15:17,2021/12/27 15:30,2021/12/27 16:26,城市,荷兰电网
电话,1356,已核实,2021/12/27 15:17,2021/12/27 15:19,2021/12/27 15:41,2021/12/27 16:45,城市,比利时电网
电话,1357,已核实,2021/12/27 15:16,2021/12/27 15:17,2021/12/27 15:22,2021/12/27 15:23,城市,比利时电网
电话,1358,已核实,2021/12/27 15:16,2021/12/27 15:24,2021/12/27 15:35,2021/12/27 15:44,城市,法国电网
电话,1359,已核实,2021/12/27 15:15,2021/12/27 15:16,2021/12/27 15:37,2021/12/27 16:02,城市,比利时电网
电话,1360,已核实,2021/12/27 15:14,2021/12/27 15:14,2021/12/27 15:28,2021/12/27 15:58,郊区,比利时电网
网络,1361,已核实,2021/12/27 15:13,2021/12/27 15:13,2021/12/27 15:39,2021/12/27 15:40,郊区,德国电网
网络,1362,已核实,2021/12/27 15:13,2021/12/27 15:15,2021/12/27 15:24,2021/12/27 15:38,城市,法国电网
网络,1363,已核实,2021/12/27 15:12,2021/12/27 15:12,2021/12/27 15:18,2021/12/27 15:19,郊区,德国电网
网络,1364,已核实,2021/12/27 15:11,2021/12/27 15:11,2021/12/27 15:25,2021/12/27 15:26,郊区,德国电网
网络,1365,已核实,2021/12/27 15:10,2021/12/27 15:13,2021/12/27 15:18,2021/12/27 15:18,城市,法国电网
网络,1366,已核实,2021/12/27 15:10,2021/12/27 15:10,2021/12/27 15:21,2021/12/27 15:21,郊区,德国电网
电话,1367,已核实,2021/12/27 15:08,2021/12/27 15:13,2021/12/27 15:24,2021/12/27 15:58,郊区,西班牙电网
电话,1368,已核实,2021/12/27 15:05,2021/12/27 15:05,2021/12/27 15:20,2021/12/27 16:34,郊区,比利时电网
电话,1369,已核实,2021/12/27 15:04,2021/12/27 15:04,2021/12/27 15:23,2021/12/27 15:40,郊区,荷兰电网
电话,1370,已核实,2021/12/27 15:03,2021/12/27 15:04,2021/12/27 15:12,2021/12/27 15:46,城市,法国电网
电话,1371,已核实,2021/12/27 15:03,2021/12/27 15:03,2021/12/27 15:31,2021/12/27 15:33,城市,比利时电网
网络,1372,已核实,2021/12/27 15:03,2021/12/27 15:08,2021/12/27 15:20,2021/12/27 15:39,城市,法国电网
电话,1373,已核实,2021/12/27 15:01,2021/12/27 15:02,2021/12/27 15:19,2021/12/27 16:13,城市,荷兰电网
电话,1374,已核实,2021/12/27 14:59,2021/12/27 14:59,2021/12/27 15:22,2021/12/27 15:45,郊区,荷兰电网
电话,1375,已核实,2021/12/27 14:58,2021/12/27 14:58,2021/12/27 15:13,2021/12/27 15:31,城市,比利时电网
电话,1376,已核实,2021/12/27 14:57,2021/12/27 14:57,2021/12/27 15:27,2021/12/27 16:13,郊区,荷兰电网
网络,1377,已核实,2021/12/27 14:54,2021/12/27 14:54,2021/12/27 14:58,2021/12/27 15:27,城市,荷兰电网
电话,1378,已核实,2021/12/27 14:54,2021/12/27 14:57,2021/12/27 15:12,2021/12/27 15:33,城市,丹麦电网
电话,1379,已核实,2021/12/27 14:54,2021/12/27 14:54,2021/12/27 15:27,2021/12/27 15:57,特殊边远山区,荷兰电网
电话,1380,已核实,2021/12/27 14:53,2021/12/27 14:53,2021/12/27 15:27,2021/12/27 15:35,郊区,荷兰电网
电话,1381,已核实,2021/12/27 14:52,2021/12/27 14:52,2021/12/27 15:38,2021/12/27 16:02,特殊边远山区,荷兰电网
电话,1382,已核实,2021/12/27 14:51,2021/12/27 14:51,2021/12/27 15:11,2021/12/27 16:09,城市,荷兰电网
电话,1383,已核实,2021/12/27 14:51,2021/12/27 14:53,2021/12/27 15:07,2021/12/27 16:02,城市,西班牙电网
电话,1384,已核实,2021/12/27 14:51,2021/12/27 14:51,2021/12/27 15:00,2021/12/27 15:42,郊区,荷兰电网
电话,1385,已核实,2021/12/27 14:48,2021/12/27 14:48,2021/12/27 15:00,2021/12/27 15:34,郊区,比利时电网
电话,1386,已核实,2021/12/27 14:46,2021/12/27 14:46,2021/12/27 15:11,2021/12/27 16:08,城市,荷兰电网
电话,1387,已核实,2021/12/27 14:45,2021/12/27 14:46,2021/12/27 15:11,2021/12/27 15:52,城市,荷兰电网
网络,1388,已核实,2021/12/27 14:43,2021/12/27 14:48,2021/12/27 15:01,2021/12/27 15:29,城市,法国电网
电话,1389,已核实,2021/12/27 14:42,2021/12/27 14:42,2021/12/27 15:10,2021/12/27 15:34,城市,荷兰电网
电话,1390,已核实,2021/12/27 14:39,2021/12/27 14:40,2021/12/27 14:42,2021/12/27 15:05,郊区,比利时电网
电话,1391,已核实,2021/12/27 14:30,2021/12/27 14:30,2021/12/27 14:36,2021/12/27 15:21,郊区,比利时电网
电话,1392,已核实,2021/12/27 14:30,2021/12/27 14:32,2021/12/27 14:43,2021/12/27 14:43,城市,比利时电网
电话,1393,已核实,2021/12/27 14:28,2021/12/27 14:36,2021/12/27 14:39,2021/12/27 15:06,郊区,德国电网
电话,1394,已核实,2021/12/27 14:27,2021/12/27 14:28,2021/12/27 14:56,2021/12/27 15:59,城市,比利时电网
电话,1395,已核实,2021/12/27 14:27,2021/12/27 14:28,2021/12/27 14:35,2021/12/27 15:19,城市,比利时电网
电话,1396,已核实,2021/12/27 14:24,2021/12/27 14:24,2021/12/27 14:38,2021/12/27 14:49,城市,法国电网
电话,1397,已核实,2021/12/27 14:19,2021/12/27 14:19,2021/12/27 15:02,2021/12/27 15:23,特殊边远山区,荷兰电网
电话,1398,已核实,2021/12/27 14:17,2021/12/27 14:18,2021/12/27 14:33,2021/12/27 15:16,城市,比利时电网
电话,1399,已核实,2021/12/27 14:11,2021/12/27 14:11,2021/12/27 14:38,2021/12/27 15:04,城市,荷兰电网
电话,1400,已核实,2021/12/27 14:10,2021/12/27 14:22,2021/12/27 14:25,2021/12/27 14:32,城市,丹麦电网
电话,1401,已核实,2021/12/27 14:07,2021/12/27 14:07,2021/12/27 14:26,2021/12/27 15:37,城市,西班牙电网
网络,1402,已核实,2021/12/27 14:07,2021/12/27 14:09,2021/12/27 14:23,2021/12/27 15:08,城市,法国电网
电话,1403,已核实,2021/12/27 14:06,2021/12/27 14:07,2021/12/27 14:10,2021/12/27 14:34,郊区,丹麦电网
电话,1404,已核实,2021/12/27 14:05,2021/12/27 14:05,2021/12/27 14:14,2021/12/27 14:33,郊区,法国电网
电话,1405,已核实,2021/12/27 14:03,2021/12/27 14:06,2021/12/27 14:08,2021/12/27 14:16,城市,荷兰电网
电话,1406,已核实,2021/12/27 13:59,2021/12/27 14:00,2021/12/27 14:10,2021/12/27 15:00,郊区,比利时电网
网络,1407,已核实,2021/12/27 13:57,2021/12/27 13:57,2021/12/27 14:12,2021/12/27 15:13,城市,荷兰电网
电话,1408,已核实,2021/12/27 13:54,2021/12/27 14:01,2021/12/27 14:10,2021/12/27 14:50,郊区,西班牙电网
电话,1409,已核实,2021/12/27 13:53,2021/12/27 13:54,2021/12/27 14:08,2021/12/27 14:43,郊区,比利时电网
电话,1410,已核实,2021/12/27 13:51,2021/12/27 13:51,2021/12/27 13:58,2021/12/27 14:00,城市,荷兰电网
电话,1411,已核实,2021/12/27 13:49,2021/12/27 13:50,2021/12/27 14:05,2021/12/27 14:26,城市,比利时电网
电话,1412,已核实,2021/12/27 13:47,2021/12/27 13:47,2021/12/27 14:00,2021/12/27 14:04,郊区,法国电网
网络,1413,已核实,2021/12/27 13:47,2021/12/27 13:51,2021/12/27 13:56,2021/12/27 14:44,城市,法国电网
电话,1414,已核实,2021/12/27 13:40,2021/12/27 13:40,2021/12/27 13:55,2021/12/27 13:56,城市,法国电网
电话,1415,已核实,2021/12/27 13:39,2021/12/27 13:39,2021/12/27 14:05,2021/12/27 14:18,郊区,比利时电网
电话,1416,已核实,2021/12/27 13:38,2021/12/27 13:39,2021/12/27 13:50,2021/12/27 14:00,城市,德国电网
网络,1417,已核实,2021/12/27 13:37,2021/12/27 13:40,2021/12/27 13:52,2021/12/27 14:45,城市,法国电网
电话,1418,已核实,2021/12/27 13:33,2021/12/27 14:18,2021/12/27 14:19,2021/12/27 14:25,郊区,西班牙电网
电话,1419,已核实,2021/12/27 13:32,2021/12/27 13:33,2021/12/27 13:45,2021/12/27 14:16,城市,德国电网
电话,1420,已核实,2021/12/27 13:31,2021/12/27 13:32,2021/12/27 13:46,2021/12/27 13:47,城市,比利时电网
电话,1421,已核实,2021/12/27 13:27,2021/12/27 13:27,2021/12/27 13:40,2021/12/27 13:42,城市,西班牙电网
电话,1422,已核实,2021/12/27 13:25,2021/12/27 13:25,2021/12/27 13:44,2021/12/27 14:39,城市,法国电网
电话,1423,已核实,2021/12/27 13:23,2021/12/27 13:38,2021/12/27 13:41,2021/12/27 13:43,城市,丹麦电网
网络,1424,已核实,2021/12/27 13:19,2021/12/27 13:23,2021/12/27 13:29,2021/12/27 14:18,城市,法国电网
